site_number	state	sequence_number	attendance_schedule
24875.04*H	TX	1	ALL/ALL/ALL
24881.1*A	TX	1	IREG
24889.*A	TX	2	ALL/MON-SAT/0800-1700
24889.02*A	TX	1	UNATNDD
24889.03*A	TX	1	UNATNDD
24893.1*A	TX	1	UNATNDD
24895.*A	TX	1	ALL/ALL/0500-2200
24895.01*A	TX	1	UNATNDD
24895.11*A	TX	1	UNATNDD
24895.112*H	TX	1	ALL/ALL/ALL
24895.15*H	TX	1	ALL/ALL/ALL
24895.2*A	TX	1	UNATNDD
24896.*A	TX	1	UNATNDD
24898.*A	TX	1	UNATNDD
24898.41*A	TX	1	ALL/ALL/DALGT
24899.*A	TX	1	ALL/ALL/0800-2000
24899.11*H	TX	1	UNATNDD
24904.49*H	TX	1	ALL/ALL/ALL
24904.5*A	TX	1	ALL/MON-FRI/0800-1700
24905.*A	TX	1	UNATNDD
24905.01*H	TX	1	UNATNDD
24908.01*A	TX	1	UNATNDD
24918.*A	TX	1	UNATNDD
24918.15*H	TX	1	ALL/ALL/ALL
24918.2*H	TX	1	UNATNDD
24918.4*H	TX	1	ALL/ALL/ALL
24921.*A	TX	1	UNATNDD
24924.5*A	TX	1	UNATNDD
24925.*A	TX	1	UNATNDD
24926.31*A	TX	1	ALL/ALL/ALL
24926.51*A	TX	1	UNATNDD
24926.85*H	TX	1	UNATNDD
24927.01*H	TX	1	UNATNDD
24927.03*A	TX	1	UNATNDD
24927.04*H	TX	1	ALL/ALL/ALL
24927.05*H	TX	1	UNATNDD
24927.11*H	TX	1	UNATNDD
24927.45*A	TX	1	UNATNDD
24928.8*A	TX	1	UNATNDD
24930.*A	TX	1	UNATNDD
24930.01*A	TX	1	UNATNDD
24931.*H	TX	1	UNATNDD
24931.01*A	TX	1	ON CALL
24931.07*A	TX	1	UNATNDD
24933.*A	TX	1	UNATNDD
24933.9*A	TX	1	UNATNDD
24935.2*A	TX	1	UNATNDD
24938.*A	TX	2	UNATNDD
24938.01*A	TX	1	UNATNDD
24938.02*A	TX	1	UNATNDD
24945.*A	TX	1	UNATNDD
24947.*A	TX	1	ALL/ALL/0500-2200
24947.01*H	TX	1	UNATNDD
24947.03*H	TX	1	UNATNDD
24947.05*H	TX	1	ALL/ALL/ALL
24947.06*A	TX	1	ALL/ALL/0700-1900
24947.1*A	TX	1	ALL/MON-FRI/0800-1800
24949.*A	TX	1	ALL/MON-FRI/1300-0100Z++
24950.1*A	TX	1	ALL/ALL/DALGT
24950.2*A	TX	1	UNATNDD
24955.*A	TX	1	ALL/ALL/0700-1900
24955.1*A	TX	1	UNATNDD
24955.12*A	TX	1	UNATNDD
24955.15*A	TX	1	UNATNDD
24955.2*A	TX	1	ALL/MON-SAT/0800-1700
24955.3*H	TX	1	UNATNDD
24959.4*A	TX	1	UNATNDD
24960.1*A	TX	1	UNATNDD
24961.*A	TX	1	ALL/ALL/DAWN-DUSK
24963.52*A	TX	1	UNATNDD
24963.53*A	TX	1	ALL/ALL/0700-1600
24963.54*A	TX	1	UNATTND
24963.8*A	TX	1	UNATNDD
24963.81*A	TX	1	UNATNDD
24964.*A	TX	1	ALL/ALL/0900-1800
24964.01*A	TX	1	UNATNDD
24966.61*A	TX	1	UNATNDD
24966.87*A	TX	1	UNATNDD
24966.88*A	TX	1	IREG
24967.1*A	TX	1	UNATNDD
24967.11*A	TX	1	UNATNDD
24967.12*H	TX	1	UNATNDD
24967.2*A	TX	1	ALL/MON-SAT/DALGT
24970.*A	TX	1	ALL/MON-SAT/0800-1700
24971.*A	TX	1	ALL/MON-FRI/0600-2000
24971.*A	TX	2	ALL/SAT/0600-2000
24971.*A	TX	3	ALL/SUN/0600-1800
24971.02*H	TX	1	UNATNDD
24971.03*H	TX	1	UNATNDD
24971.06*H	TX	1	UNATNDD
24975.15*A	TX	1	UNATNDD
24975.4*A	TX	1	UNATNDD
24975.75*A	TX	1	IREG
24976.*A	TX	1	ALL/ALL/0430-2400
24976.1*A	TX	1	UNATNDD
24976.12*A	TX	1	UNATNDD
24976.13*H	TX	1	ALL/ALL/ALL
24976.14*A	TX	1	UNATNDD
24976.15*A	TX	1	ALL/ALL/ALL
24976.18*A	TX	1	UNATNDD
24976.5*A	TX	1	UNATNDD
24976.6*H	TX	1	ALL/ALL/ALL
24976.7*A	TX	1	ALL/ALL/0700-1900
24977.1*A	TX	1	UNATNDD
24980.*A	TX	1	ALL/ALL/0700-1800
24980.01*A	TX	1	UNATNDD
24980.04*H	TX	1	ALL/ALL/ALL
24982.16*A	TX	1	UNATNDD
24982.3*A	TX	1	UNATNDD
24982.32*G	TX	1	ALL/SAT-SUN/1000-1700
24982.33*A	TX	1	UNATNDD
24982.35*A	TX	1	UNATNDD
24982.81*G	TX	1	ALL/FRI-SUN/0900-1900
24982.9*H	TX	1	UNATNDD
24983.53*A	TX	1	UNATNDD
24983.54*A	TX	1	UNATNDD
24984.*A	TX	1	UNATNDD
24984.27*A	TX	1	UNATNDD
24984.3*A	TX	1	UNATNDD
24984.7*H	TX	1	UNATNDD
24986.2*A	TX	1	ALL/ALL/DALGT
24986.24*A	TX	1	ALL/ALL/DALGT
24986.25*A	TX	1	UNATNDD
24986.27*H	TX	1	UNATNDD
24986.29*A	TX	1	UNATNDD
24987.4*A	TX	1	UNATNDD
24988.*A	TX	1	UNATNDD
24988.1*A	TX	1	IREG
24988.11*H	TX	1	UNATNDD
24988.13*A	TX	1	ALL/ALL/0700-1900
24988.14*H	TX	1	UNATNDD
24988.15*A	TX	1	UNATNDD
24988.18*A	TX	1	UNATNDD
24988.19*A	TX	1	UNATNDD
24988.2*A	TX	1	ALL/ALL/0800-1800
24988.22*H	TX	1	UNATNDD
24988.23*H	TX	1	UNATNDD
24988.24*A	TX	1	UNATNDD
24988.51*H	TX	1	UNATNDD
24996.*A	TX	2	UNATNDD
24996.02*A	TX	1	UNATNDD
24996.13*A	TX	1	UNATNDD
25001.*A	TX	1	ALL/MON-SAT/0700-1800
25001.1*H	TX	1	UNATNDD
25007.2*H	TX	1	UNATNDD
25008.*H	TX	1	ALL/ALL/ALL
25010.*A	TX	1	UNATNDD
25010.01*A	TX	1	UNATNDD
25016.1*A	TX	1	UNATNDD
25016.11*A	TX	1	ALL/MON-SAT/0900-1700
25016.111*H	TX	1	ALL/ALL/ALL
25016.6*A	TX	1	UNATNDD
25019.*A	TX	1	UNATNDD
25022.6*H	TX	1	UNATNDD
25022.61*A	TX	1	UNATNDD
25022.62*A	TX	1	UNATNDD
25022.63*A	TX	1	ALL/ALL/ALL
25022.64*A	TX	1	UNATNDD
25022.65*A	TX	1	UNATNDD
25023.32*A	TX	1	UNATNDD
25023.34*A	TX	1	UNATNDD
25024.01*A	TX	1	UNATNDD
25027.1*A	TX	1	UNATNDD
25027.2*A	TX	1	IREG
25027.3*A	TX	1	ALL/MON-FRI/DALGT
25027.32*A	TX	1	UNATNDD
25028.*A	TX	1	ALL/ALL/0600-2000
25029.*A	TX	1	ALL/ALL/ALL
25031.1*A	TX	1	UNATNDD
25037.7*A	TX	1	UNATNDD
25037.71*H	TX	1	UNATNDD
25038.*A	TX	1	UNATNDD
25038.21*H	TX	1	ALL/ALL/ALL
25038.3*H	TX	1	UNATNDD
25039.1*A	TX	1	ALL/MON-FRI/0800-1700
25039.13*A	TX	1	UNATNDD
25039.18*A	TX	1	UNATNDD
25045.01*A	TX	1	UNATNDD
25045.02*A	TX	1	UNATNDD
25045.03*A	TX	1	12/7/0700-1600
25045.2*A	TX	1	ALL/ALL/IREG
25048.6*A	TX	1	UNATNDD
25049.*A	TX	1	ALL/MON-SAT/0800-1800
25052.*A	TX	1	ALL/ALL/DALGT
25052.02*A	TX	1	UNATNDD
25052.03*A	TX	1	UNATNDD
25052.05*A	TX	1	UNATNDD
25054.1*A	TX	1	UNATNDD
25054.13*H	TX	1	UNATNDD
25055.01*A	TX	1	UNATNDD
25057.*A	TX	1	UNATNDD
25057.1*A	TX	1	UNATNDD
25063.1*A	TX	1	UNATNDD
25063.2*A	TX	1	UNATNDD
25064.*A	TX	1	UNATNDD
25065.*A	TX	1	UNATNDD
25065.01*H	TX	1	ALL/ALL/ALL
25067.*H	TX	1	ALL/ALL/ALL
25067.01*H	TX	1	UNATNDD
25067.02*H	TX	1	UNATNDD
25069.*A	TX	1	IREG
25070.1*A	TX	2	UNATNDD
25070.11*A	TX	1	UNATNDD
25070.13*H	TX	1	UNATNDD
25083.*A	TX	1	ALL/ALL/IREG
25099.*A	UT	1	MAY-OCT/ALL/DALGT
25099.01*A	UT	1	UNATNDD
25100.*H	UT	1	UNATNDD
25102.*A	UT	1	UNATNDD
25103.5*A	UT	1	UNATNDD
25104.13*A	UT	1	UNATNDD
25105.*H	UT	1	UNATNDD
25106.*A	UT	1	ALL/ALL/ALL
25106.8*A	UT	1	UNATNDD
25109.01*H	UT	1	UNATNDD
25111.*A	UT	8	APR - SEP/MON-FRI/0800-1800
25111.*A	UT	9	APR - SEP/SAT/0800-1800
25111.*A	UT	10	OCT - MAR/MON-FRI/0800-1700
25111.*A	UT	11	OCT - MAR/SAT/0800-1700
25111.*A	UT	12	ALL/SUN/0800 - 1300
25114.*A	UT	2	ALL/MON-SAT/0800-1800
25114.01*H	UT	1	UNATNDD
25114.02*A	UT	1	UNATNDD
25115.*A	UT	1	JAN-DEC/MON-FRI/0800-1630
25117.*A	UT	1	ALL/ALL/DALGT
25117.01*A	UT	1	APR-OCT/MON-SAT/0800-1800
25117.02*H	UT	1	ALL/ALL/DALGT
25117.03*H	UT	1	UNATNDD
25117.2*A	UT	1	UNATNDD
25117.4*A	UT	1	ALL/ALL/0900-1700
25118.*A	UT	1	UNATNDD
25119.4*A	UT	1	UNATNDD
25121.*A	UT	1	UNATNDD
25121.1*A	UT	1	IREG
25122.7*H	UT	1	ALL/MON-FRI/0800-1700
25122.76*H	UT	1	ALL/ALL/ALL
25124.*A	UT	1	ON CALL
25124.1*A	UT	1	UNATNDD
25124.3*A	UT	1	ALL/MON-THU/1400-2400Z++
25124.8*A	UT	1	UNATNDD
25128.03*A	UT	1	ALL/ALL/DALGT
25129.*A	UT	1	UNATNDD
25141.*A	UT	2	ALL/ALL/ALL
25145.*A	UT	1	UNATNDD
25145.5*A	UT	1	UNATNDD
25148.*A	UT	1	UNATNDD
25154.1*A	UT	1	UNATNDD
25154.11*A	UT	1	UNATNDD
25158.*A	UT	1	ALL/ALL/ALL
25159.91*A	UT	1	UNATNDD
25160.*A	UT	1	UNATNDD
25160.8*A	UT	1	UNATNDD
25162.1*A	UT	1	UNATNDD
25164.*A	UT	2	NOV-APR/ALL/0800-1700
25164.*A	UT	3	MAY-OCT/ALL/0730-1830
25164.5*H	UT	1	UNATNDD
25164.52*H	UT	1	UNATNDD
25166.*A	UT	1	UNATNDD
25167.7*A	UT	2	UNATTENDED
25168.*A	UT	1	ALL/ALL/ALL
25168.1*A	UT	1	ALL/ALL/ALL
25168.3*H	UT	1	UNATNDD
25168.6*A	UT	1	UNATNDD
25169.7*A	UT	1	UNATNDD
25169.71*A	UT	1	UNATNDD
25170.*A	UT	1	UNATNDD
25172.*A	UT	1	ALL/ALL/ALL
25172.01*A	UT	1	MAY-SEP/ALL/ALL
25172.02*H	UT	1	UNATTND
25174.*A	UT	1	UNATNDD
25177.77*A	UT	1	UNATNDD
25177.811*H	UT	1	UNATNDD
25177.87*A	UT	1	UNATNDD
25182.*A	UT	1	UNATNDD
25186.*A	UT	1	ALL/ALL/0800-1900
25186.01*H	UT	1	ALL/ALL/ALL
25186.1*H	UT	1	ALL/MON-FRI/0900-1700
25187.*A	UT	1	UNATNDD
25188.5*A	UT	1	UNATNDD
25190.1*A	UT	1	UNATTND
25194.*A	UT	1	UNATNDD
25194.6*A	UT	1	UNATNDD
25198.*A	UT	1	UNATNDD
25205.*A	UT	1	UNATNDD
25205.04*H	UT	1	IREG
25205.05*H	UT	1	ALL/ALL/0900-1700
25205.06*H	UT	1	ALL/ALL/0900-1700
25205.07*A	UT	1	UNATNDD
25205.1*A	UT	2	MAR-NOV/ALL/0700-1900
25205.1*A	UT	3	DEC-FEB/ALL/0800-1700
25205.2*A	UT	1	UNATNDD
25211.05*A	UT	1	UNATNDD
25211.3*A	UT	1	UNATNDD
25213.*A	UT	6	UNATNDD
25213.12*A	UT	1	UNATNDD
25219.01*H	UT	1	UNATNDD
25223.*A	UT	1	UNATNDD
25228.*A	UT	1	UNATNND
25228.5*H	UT	1	ALL/MON-FRI/0800-1700
25232.*A	UT	1	ALL/MON-SAT/1500-0700Z++
25232.*A	UT	2	ALL/SAT-SUN/1600-0000Z++
25232.1*H	UT	1	UNATNDD
25233.*A	UT	1	ALL/ALL/ALL
25239.5*H	UT	1	UNATNDD
25239.51*H	UT	1	UNATNDD
25243.1*A	UT	1	UNATNDD
25243.11*A	UT	1	MAY-OCT/ALL/ALL
25244.*A	UT	1	UNATNDD
25246.*H	UT	1	UNATNDD
25248.*A	UT	1	ALL/ALL/0800-1700
25250.*H	UT	1	UNATNDD
25259.*A	UT	2	ALL/MON-FRI/0700-1800
25259.*A	UT	3	ALL/SAT/0800-1700
25259.*A	UT	4	ALL/SUN/CLSD
25269.*A	UT	1	NOV-MAY/ALL/0600-2100
25269.*A	UT	2	JUN-OCT/ALL/0600-2200
25269.01*H	UT	1	ALL/ALL/ALL
25269.5*A	UT	1	UNATNDD
25270.*A	UT	2	ALL/ALL/0800-1700
25273.*H	UT	1	UNATNDD
25279.01*A	UT	2	ALL/MON-FRI/0900-1700
25279.02*H	UT	1	ALL/ALL/ALL
25282.01*H	UT	1	ALL/ALL/ALL
25282.02*A	UT	1	ALL/ALL/0600-2400
25284.*A	UT	1	UNATNDD
25287.*A	UT	2	ALL/ALL/0700-2100
25287.02*H	UT	1	ALL/ALL/ALL
25287.04*H	UT	1	UNATNDD
25289.*A	UT	1	ALL/ALL/ALL
25289.11*H	UT	1	ALL/ALL/ALL
25289.111*H	UT	1	ALL/ALL/ALL
25289.15*H	UT	1	UNATNDD
25289.16*H	UT	1	ALL/ALL/ALL
25289.18*H	UT	1	UNATNDD
25289.2*H	UT	1	ALL/ALL/ALL
25291.*H	UT	1	UNATNDD
25298.*A	UT	1	UNATNDD
25298.5*H	UT	1	UNATNDD
25300.1*A	UT	1	ALL/MON-SAT/0900-1700
25313.01*A	UT	3	UNATTENDED
25313.011*H	UT	1	UNATNDD
25313.02*H	UT	1	ALL/ALL/ALL
25313.03*H	UT	1	UNATNDD
25313.04*H	UT	1	IREG
25313.13*H	UT	1	ALL/ALL/ALL
25313.3*H	UT	1	ALL/ALL/ALL
25315.*H	UT	1	UNATNDD
25316.51*H	UT	1	UNATNDD
25318.*H	UT	1	MAR-DEC/MON-SAT/0800-1700
25322.*A	UT	1	ALL/ALL/ALL
25324.*A	UT	1	ALL/ALL/DAWN-DUSK
25324.1*H	UT	1	UNATNDD
25330.*H	UT	1	ALL/MON-FRI/1000-2200
25333.*A	UT	1	ALL/ALL/0800-1800
25333.6*H	UT	1	ALL/ALL/ALL
25333.8*H	UT	1	ALL/ALL/ALL
25339.*A	VT	1	UNATNDD
25339.1*A	VT	1	UNATNDD
25344.*A	VT	1	ALL/IREG/
25344.01*C	VT	1	UNATNDD
25344.1*A	VT	1	UNATNDD
25348.*A	VT	1	ALL/ALL/0800-1700
25361.*A	VT	1	ALL/MON-FRI/0800-1600
25361.*A	VT	2	ALL/SAT-SUN/ON CALL
25361.01*H	VT	1	UNATNDD
25372.2*H	VT	1	ALL/MON-FRI/0730-1600
25375.9*A	VT	1	UNATNDD
25375.91*A	VT	1	UNATNDD
25378.*H	VT	1	UNATNDD
25385.*A	VT	1	ALL/ALL/ALL
25385.02*H	VT	1	UNATNDD
25385.03*H	VT	1	UNATNDD
25392.*A	VT	1	UNATNDD
25392.01*A	VT	1	UNATNDD
25394.*A	VT	1	UNATNDD
25395.*A	VT	1	UNATNDD
25396.5*A	VT	1	UNATNDD
25398.1*C	VT	1	UNATNDD
25398.11*C	VT	1	MAY-OCT/ALL/DAWN-DUSK
25410.01*H	VT	1	ALL/MON-FRI/0730-1600
25412.02*H	VT	1	UNATNDD
25429.*H	VT	1	UNATNDD
25435.1*A	VT	1	UNATNDD
25435.11*C	VT	1	UNATNDD
25436.*A	VT	1	NOV-MAR/M-F/0830-1700
25436.*A	VT	2	APR-OCT/M-F/0730-1700
25438.*H	VT	1	UNATNDD
25439.*A	VT	1	UNATNDD
25447.*A	VT	1	UNATNDD
25449.*A	VT	1	UNATNDD
25458.*A	VT	1	UNATNDD
25458.01*A	VT	1	UNATNDD
25460.*H	VT	1	UNATNDD
25465.*A	VT	1	UNATNDD
25474.*A	VT	1	UNATNDD
25476.*A	VT	3	JAN-DEC/MON-FRI/0700-1530
25477.*A	VT	1	UNATNDD
25483.1*A	VT	1	ALL/M-F/0800-DUSK
25489.*A	VT	1	UNATNDD
25489.01*H	VT	1	UNATNDD
25495.*A	VT	1	UNATNDD
25496.1*A	VT	1	ALL/ALL/0800-1800
25496.121*A	VT	1	UNATNDD
25496.122*A	VT	1	UNATNDD
25499.*A	VT	1	ALL/ALL/0900-1700
25499.03*H	VT	1	UNATNDD
25499.5*C	VT	1	IRREG
25500.*A	VT	1	UNATNDD
25503.*A	VT	1	ALL/ALL/ALL
25503.3*A	VT	1	UNATTENDED
25508.*A	VT	1	IREG
25509.5*A	VT	1	ALL/ALL/0700-1700
25511.*A	CO	1	UNATNDD
25512.*A	VT	1	UNATNDD
25512.07*H	VT	1	UNATTENDED
25526.*A	VT	1	ALL/ALL/0700-2000
25526.01*H	VT	1	UNATNDD
25526.02*H	VT	1	ALL/ALL/ALL
25533.*H	VT	1	UNATTENDED
25538.*A	VT	1	UNATNDD
25538.1*A	VT	1	ALL/ALL/DALGT
25538.3*A	VT	1	UNATNDD
25538.5*A	VT	1	UNATNDD
25538.9*A	VT	1	UNATNDD
25543.*A	VT	1	UNATNDD
25544.*A	VT	1	UNATNDD
25550.*A	VT	1	JAN-DEC/SUN-SAT/0700-1800
25560.*A	VT	1	UNATNDD
25570.*A	VT	1	MAY 15-OCT 15/ALL/SR-SS
25570.01*H	VT	1	ALL/MON-FRI/0730-1600
25572.2*A	VT	1	UNATNDD
25577.*A	VT	1	MAY-OCT/ALL/0900-1800
25577.5*A	VT	1	UNATNDD
25581.195*A	VT	1	UNATNDD
25581.2*A	VT	1	UNATTND
25581.21*A	VT	1	UNATNDD
25581.4*A	VT	1	UNATNDD
25581.7*A	VT	1	UNATNDD
25583.9*C	NH	1	UNATNDD
25584.12*H	VT	1	ALL/MON-FRI/0730-1600
25586.*A	VT	1	IREG
25600.*A	VA	1	ALL/ALL/1200-0000Z
25600.02*A	VA	1	UNATNDD
25609.*H	VA	1	ALL/MON-FRI/ALL
25609.01*H	VA	1	ALL/ALL/ALL
25610.*A	VA	1	UNATNDD
25617.2*A	VA	1	ALL/ALL/DALGT
25618.*A	VA	1	UNATNDD
25618.01*A	VA	1	UNATNDD
25618.02*A	VA	1	IREG
25622.*A	VA	1	UNATNDD
25622.01*H	VA	1	ALL/ALL/ALL
25622.1*A	VA	1	IREG
25624.*H	VA	1	UNATNDD
25624.7*A	VA	1	UNATNDD
25626.12*A	VA	1	UNATNDD
25626.13*A	VA	1	UNATNDD
25627.*A	VA	1	UNATNDD
25628.*A	VA	1	ALL/ALL/DAWN-DUSK
25631.*A	VA	1	UNATNDD
25632.1*A	VA	1	UNATNDD
25632.13*A	VA	1	UNATNDD
25632.16*H	VA	1	UNATNDD
25632.17*A	VA	1	UNATNDD
25632.18*A	VA	1	UNATNDD
25635.*A	VA	1	UNATNDD
25635.01*A	VA	1	UNATNDD
25638.8*H	VA	1	ALL/MON-FRI/0800-1700
25638.81*H	VA	1	UNATNDD
25644.*A	VA	1	APR - OCT/ALL/0800-1900
25644.*A	VA	2	NOV - MAR/ALL/0800-1800
25644.01*A	VA	1	UNATNDD
25644.02*H	VA	1	ALL/ALL/ALL
25647.*A	VA	2	ALL/MON-FRI/0730-1630
25647.28*A	VA	1	UNATNDD
25647.33*H	VA	1	UNATNDD
25648.*A	VA	1	IREG
25648.47*A	VA	1	UNATNDD
25648.5*A	VA	1	UNATNDD
25649.*A	VA	1	ALL/MON-FRI/0800-1700
25649.*A	VA	2	ALL/SAT/0900-1600
25649.*A	VA	3	ALL/SUN/1200-1600
25651.*H	VA	1	UNATNDD
25651.1*H	VA	1	UNATNDD
25651.2*H	VA	1	UNATNDD
25658.13*A	VA	1	UNATNDD
25658.8*G	VA	1	IREG
25659.1*A	VA	1	ALL/ALL/DALGT
25659.11*A	VA	1	UNATNDD
25659.19*A	VA	1	UNATNDD
25659.4*A	VA	1	UNATNDD
25659.7*A	VA	1	UNATNDD
25659.9*A	VA	1	UNATNDD
25660.*A	VA	1	MAR-DEC/ALL/DALGT
25660.3*A	VA	1	UNATNDD
25660.5*A	VA	1	IREG
25661.01*A	VA	1	UNATNDD
25661.2*H	VA	1	UNATNDD
25661.21*A	VA	1	UNATNDD
25661.212*A	VA	1	ALL/ALL/SR-SS
25661.22*A	VA	1	UNATNDD
25662.7*A	VA	1	UNATNDD
25663.*A	VA	1	UNATNDD
25665.3*A	VA	1	UNATNDD
25665.31*H	VA	1	UNATNDD
25665.4*A	VA	1	ALL/ALL/ALL
25665.9*H	VA	1	ALL/ALL/ALL
25666.*A	VA	1	ALL/ALL/0430-0030
25667.17*A	VA	1	ALL/ALL/ALL
25668.*A	VA	1	UNATTENDED
25668.01*A	VA	1	UNATNDD
25668.02*A	VA	1	UNATNDD
25671.*A	VA	1	UNATNDD
25671.1*A	VA	1	UNATNDD
25671.11*H	VA	1	ALL/ALL/DAWN-DUSK
25673.01*H	VA	1	ALL/ALL/ALL
25673.02*H	VA	1	ALL/ALL/ALL
25673.03*H	VA	1	UNATNDD
25674.3*C	VA	1	UNATNDD
25677.11*A	VA	1	UNATNDD
25680.*H	VA	1	UNATNDD
25687.1*A	VA	1	UNATNDD
25687.2*A	VA	1	ALL/ALL/0800-1700
25688.5*A	VA	1	UNATNDD
25688.9*A	VA	1	UNATNDD
25690.*A	VA	1	UNATNDD
25697.951*H	VA	1	UNATNDD
25698.5*A	VA	1	UNATNDD
25698.82*H	VA	1	UNATNDD
25698.84*A	VA	1	UNATNDD
25699.*A	VA	1	UNATNDD
25710.1*A	VA	2	UNATNDD
25711.91*A	VA	1	UNATNDD
25712.*H	VA	1	UNATNDD
25712.2*H	VA	1	UNATNDD
25712.21*A	VA	1	ALL/ALL/DALGT
25712.8*A	VA	1	UNATNDD
25713.*A	VA	1	OCT-MAY/ALL/0800-1800
25713.*A	VA	2	JUN-OCT/FRI-SUN/0800-2000
25713.*A	VA	3	JUN-OCT/MON-THR/0800-1800
25713.02*H	VA	1	ALL/ALL/ALL
25713.2*A	VA	1	UNATNDD
25713.22*A	VA	1	UNATNDD
25713.3*A	VA	1	UNATNDD
25725.*A	VA	1	ALL/MON-FRI/0700-1900
25725.*A	VA	2	ALL/SAT-SUN/0700-1900
25725.01*H	VA	1	UNATNDD
25725.02*H	VA	1	ALL/ALL/0600-2300
25725.1*A	VA	1	UNATNDD
25730.*H	VA	1	UNATNDD
25735.*A	VA	2	ALL/MON-FRI/0800-1900
25735.*A	VA	3	ALL/SAT-SUN/0900-1700
25735.01*H	VA	1	UNATNDD
25736.*H	VA	1	UNATNDD
25738.*A	VA	1	UNATNDD
25738.01*A	VA	1	UNATNDD
25739.*A	VA	1	ALL/ALL/DAWN-DUSK
25739.01*A	VA	1	UNATNDD
25739.05*A	VA	1	UNATNDD
25740.3*H	VA	1	UNATNDD
25744.*A	VA	1	ALL/ALL/0900-1700
25744.01*H	VA	1	UNATNDD
25750.02*H	VA	1	ALL/ALL/ALL
25750.03*H	VA	1	ALL/ALL/ALL
25750.04*H	VA	1	ALL/ALL/ALL
25750.05*H	VA	1	UNATNDD
25755.*A	VA	1	UNATNDD
25755.1*A	VA	1	ALL/ALL/0730-1700
25755.12*A	VA	1	UNATNDD
25755.2*A	VA	1	UNATNDD
25755.3*H	VA	1	UNATNDD
25760.*A	VA	1	UNATNDD
25762.*A	VA	1	ALL/ALL/DAWN-DUSK
25762.1*A	VA	1	UNATNDD
25763.*H	VA	1	UNATNDD
25765.*A	VA	1	UNATNDD
25765.1*A	VA	1	UNATNDD
25767.*A	VA	1	UNATNDD
25770.*A	VA	1	ALL/M-F/1300-2100Z++
25770.01*H	VA	1	UNATNDD
25775.01*A	VA	1	ALL/ALL/ALL
25775.02*H	VA	1	ALL/ALL/ALL
25775.3*A	VA	1	ALL/MON-FRI/1145-0400Z++
25775.3*A	VA	2	EXP FEDERAL HOL
25776.13*H	VA	1	ALL/MON-FRI/DALGT
25776.5*H	VA	1	UNATNDD
25779.*A	VA	1	ALL/ALL/0800-1700
25779.01*H	VA	1	ON CALL
25779.02*H	VA	1	UNATNDD
25783.1*A	VA	1	ALL/ALL/0800-DUSK
25783.11*A	VA	1	UNATNDD
25783.12*A	VA	1	ALL/ALL/0700-1900
25783.13*H	VA	1	ALL/ALL/ALL
25783.2*A	VA	1	UNATNDD
25791.*A	VA	1	MAY-SEP/ALL/0800-1700
25791.*A	VA	2	OCT-APR/ALL/0900-1600
25793.*A	VA	1	UNATNDD
25794.1*A	VA	1	ALL/M-F/0800-1700
25800.01*H	VA	1	ALL/ALL/ALL
25800.1*A	VA	1	UNATNDD
25800.11*A	VA	1	UNATNDD
25801.*A	VA	1	UNATNDD
25805.*A	VA	1	ALL/ALL/INTMT
25806.*A	VA	1	UNATNDD
25806.1*A	VA	1	UNATNDD
25808.3*C	VA	1	IREG
25810.*A	VA	1	UNATNDD
25812.511*H	VA	1	UNATNDD
25814.*A	VA	1	UNATNDD
25815.*A	VA	1	ALL/MON-FRI/1100-0300Z++
25815.*A	VA	2	ALL/SAT-SUN/1300-2100Z++
25815.01*H	VA	1	ALL/ALL/ALL
25815.02*H	VA	1	UNATNDD
25816.52*A	VA	1	IREG
25822.*H	VA	1	UNATNDD
25823.*A	VA	1	UNATNDD
25823.01*A	VA	1	UNATNDD
25823.011*H	VA	1	UNATNDD
25823.02*H	VA	1	UNATNDD
25823.333*H	VA	1	ALL/ALL/ALL
25824.91*A	VA	1	UNATNDD
25825.*A	VA	1	UNATNDD
25826.*A	VA	1	ALL/ALL/DAWN-DUSK
25826.1*A	VA	1	UNATNDD
25827.11*H	VA	1	UNATNDD
25827.12*H	VA	1	UNATNDD
25827.13*A	VA	1	UNATNDD
25830.*A	VA	1	ALL/ALL/0900-1700
25830.1*H	VA	1	UNATNDD
25832.5*H	VA	1	UNATNDD
25833.7*A	VA	1	UNATNDD
25835.3*A	VA	1	UNATNDD
25836.4*A	VA	1	ON CALL
25838.5*A	VA	1	UNATNDD
25840.01*A	VA	1	UNATNDD
25841.01*H	VA	1	ALL/ALL/ALL
25841.02*A	VA	1	UNATNDD
25841.3*A	VA	1	UNATNDD
25844.4*H	VA	1	UNATNDD
25845.*A	VA	1	ALL/FRI-SUN/0800-1600
25846.71*H	VA	1	ALL/ALL/ALL
25847.01*H	VA	1	UNATNDD
25847.02*A	VA	1	IRREG
25847.1*A	VA	1	ALL/ALL/0500-2000
25847.2*H	VA	1	UNATNDD
25851.02*H	VA	1	UNATNDD
25856.42*A	VA	3	ALL/MON-SAT/0830-1700
25856.42*A	VA	4	ALL/SUN&HOL/1000-1700
25857.4*A	VA	2	IREG
25857.41*A	VA	1	UNATNDD
25857.8*A	VA	1	UNATNDD
25857.81*H	VA	1	UNATNDD
25857.82*A	VA	1	ALL/SAT-SUN/1300-DARK
25857.83*A	VA	1	UNATNDD
25857.84*A	VA	1	UNATNDD
25858.*H	VA	1	UNATNDD
25859.2*A	VA	1	ALL/ALL/0800-1800
25859.21*H	VA	1	ALL/ALL/ALL
