,ident,type,name,latitude,longitude,elevation_ft,state,municipality,service,gps_code,iata_code,local_code,website,wikipedia,keywords
33106,MA48,heliport,Raytheon Heliport,42.430650833333004,-71.252556388889,130.0,MA,Lexington,False,MA48,,MA48,,,
33107,MA49,heliport,Metro-Swift Heliport,42.54119873046875,-70.92759704589844,40.0,MA,Peabody,False,MA49,,MA49,,,
33108,MA50,heliport,Compaq Marlboro Heliport,42.32619857788086,-71.57620239257812,430.0,MA,Marlboro,False,MA50,,MA50,,,
33109,MA51,heliport,Richie's Heliport,41.63819885253906,-71.03890228271484,104.0,MA,North Dartmouth,False,MA51,,MA51,,,
33110,MA52,small_airport,Sids Airport,42.43817138671875,-71.47024536132812,220.0,MA,Maynard,False,MA52,,MA52,,,
33111,MA53,small_airport,Ware Airport,42.282001495361,-72.214797973633,483.0,MA,Ware,False,MA53,UWA,MA53,,https://en.wikipedia.org/wiki/Ware_Airport,
33112,MA54,heliport,B-Town Heliport,42.30009841918945,-72.42620086669922,320.0,MA,Belchertown,False,MA54,,MA54,,,
33113,MA55,small_airport,Muskeget Island Airport,41.33480072021485,-70.29949951171875,90.0,MA,Muskeget Island,False,MA55,,MA55,,,
33114,MA56,heliport,Boston Scientific Natick Heliport,42.30500030517578,-71.37529754638672,167.0,MA,Natick,False,MA56,,MA56,,,
33115,MA57,heliport,Us Property & Fiscal Office Heliport,42.28340148925781,-71.36620330810547,200.0,MA,Natick,False,MA57,,MA57,,,
33116,MA58,heliport,Natick Army Laboratories Heliport,42.2865243967,-71.3606858253,143.0,MA,Natick,False,MA58,,MA58,,,
33117,MA59,closed,Veracka Heliport,42.045103999999995,-71.009202,80.0,MA,Brockton,False,,,,,,MA59
33118,MA6,seaplane_base,Monponsett Pond Seaplane Base,42.00979995727539,-70.84310150146484,52.0,MA,Halifax,False,MA6,,MA6,,https://en.wikipedia.org/wiki/Monponsett_Pond_Seaplane_Base,
33119,MA60,heliport,St Luke's Hospital Heliport,41.89400100708008,-70.91500091552734,140.0,MA,Middleborough,False,MA60,,MA60,,,
33120,MA62,heliport,Sampson Pond Heliport,41.86040115356445,-70.75170135498047,167.0,MA,Carver,False,MA62,,MA62,,,
33121,MA63,small_airport,Sherman-Private Airport,42.07400131225586,-70.79810333251953,34.0,MA,Pembroke,False,MA63,,MA63,,,
33122,MA64,small_airport,Pheasant Field,42.07540130615234,-70.81529998779297,40.0,MA,Pembroke,False,MA64,,MA64,,,
33123,MA65,seaplane_base,Island Air Service Seaplane Base,41.77180099487305,-70.87310028076172,53.0,MA,Rochester,False,MA65,,MA65,,,
33124,MA66,closed,Wolomolopoag STOLport,42.100701,-71.207802,276.0,MA,Sharon,False,,,,,,MA66
33125,MA67,heliport,Tgp Heliport,42.03450012207031,-72.63200378417969,120.0,MA,Agawam,False,MA67,,MA67,,,
33126,MA68,heliport,Massachusetts Mutual Life Insurance Co Heliport,42.116209000000005,-72.54254499999999,206.0,MA,Springfield,False,MA68,,MA68,,,
33127,MA69,heliport,New England Memorial Hospital Heliport,42.45149993896485,-71.08699798583984,219.0,MA,Stoneham,False,MA69,,MA69,,,
33128,MA70,small_airport,Sudbury Airport,42.35089874267578,-71.42980194091797,135.0,MA,Sudbury,False,MA70,,MA70,,,
33129,MA71,heliport,Davna Corp Heliport,42.15510177612305,-71.38619995117188,145.0,MA,Millis,False,MA71,,MA71,,,
33130,MA72,small_airport,Tuckernuck Airport,41.29750061035156,-70.26039886474611,23.0,MA,Tuckernuck Island,False,MA72,,MA72,,,
33131,MA73,closed,Oxbow Corporation Heliport,42.218201,-71.297302,270.0,MA,Dover,False,,,,,,MA73
33132,MA74,seaplane_base,Larson's Seaplane Base,42.69150161743164,-71.41809844970703,90.0,MA,Tyngsboro,False,MA74,,MA74,,,
33133,MA75,small_airport,Sky Glen Airport,42.04090118408203,-71.61620330810547,260.0,MA,Uxbridge,False,MA75,,MA75,,,
33134,MA76,heliport,Waltham Weston Hospital & Medical Center Heliport,42.36759948730469,-71.24810028076172,75.0,MA,Waltham,False,MA76,,MA76,,,
33135,MA77,small_airport,Blueberry Hill Airport,42.375099182128906,-73.14759826660156,2000.0,MA,Washington,False,MA77,,MA77,,,
33136,MA78,seaplane_base,Russell Mill Pond Seaplane Base,41.91790008544922,-70.62779998779297,55.0,MA,Plymouth,False,MA78,,MA78,,,
33137,MA79,heliport,Digital Heliport,42.17589950561523,-72.72480010986328,260.0,MA,Westfield,False,MA79,,MA79,,,
33138,MA80,small_airport,Mundale Airport,42.11980056762695,-72.81430053710938,280.0,MA,Westfield,False,MA80,,MA80,,,
33139,MA81,heliport,Digital Heliport,42.55509948730469,-71.92559814453125,1100.0,MA,Westminster,False,MA81,,MA81,,,
33140,MA82,seaplane_base,Westport Seaplane Base,41.64929962158203,-71.12590026855469,131.0,MA,Westport,False,MA82,,MA82,,,
33141,MA83,heliport,Hubbard Regional Hospital Heliport,42.0275993347168,-71.85030364990234,510.0,MA,Webster,False,MA83,,MA83,,,
33142,MA84,heliport,Sprague Nr 1 Heliport,42.72090148925781,-73.2134017944336,665.0,MA,Williamstown,False,MA84,,MA84,,,
33143,MA85,heliport,Sprague Nr 2 Heliport,42.71950149536133,-73.2134017944336,665.0,MA,Williamstown,False,MA85,,MA85,,,
33144,MA86,small_airport,Kendalls Lndg Area Airport,42.5055999756,-73.0597991943,2102.0,MA,Windsor,False,MA86,,MA86,,,
33145,MA87,closed,Horseneck Seaplane Base,41.509801,-71.038101,0.0,MA,Westport,False,,,,,,MA87
33146,MA88,small_airport,Albert Farms Airport,42.390098571777344,-72.93090057373047,1425.0,MA,Worthington,False,MA88,,MA88,,,
33147,MA89,small_airport,B&B Farm Airport,42.346099853515625,-72.10389709472656,980.0,MA,New Braintree,False,MA89,,MA89,,,
33148,MA90,heliport,Host Hotel Heliport,42.4812048652,-71.54731392859999,280.0,MA,Boxborough,False,MA90,,MA90,,,
33149,MA91,heliport,Compaq Parker Street Heliport,42.418399810791016,-71.44730377197266,178.0,MA,Maynard,False,MA91,,MA91,,,
33150,MA92,heliport,Prospect Hill Heliport,42.39789962768555,-71.25779724121094,270.0,MA,Waltham,False,MA92,,MA92,,,
33151,MA93,heliport,Bay Bank Ii Heliport,42.481201171875,-71.20950317382812,148.0,MA,Burlington,False,MA93,,MA93,,,
33152,MA94,heliport,Parker Heliport,42.27539825439453,-71.79869842529297,520.0,MA,Worcester,False,MA94,,MA94,,,
33153,MA95,heliport,Bear Hole Heliport,42.12649917602539,-72.66950225830078,235.0,MA,West Springfield,False,MA95,,MA95,,,
33154,MA96,heliport,Rent-A-Tool Heliport,42.42789840698242,-70.9844970703125,,MA,Revere,False,MA96,,MA96,,,
33155,MA97,small_airport,Waters Airport,42.125099182128906,-71.73979949951172,700.0,MA,Sutton,False,MA97,,MA97,,,
33156,MA98,heliport,Anna Jaques Hospital Heliport,42.81449890136719,-70.89089965820312,100.0,MA,Newburyport,False,MA98,,MA98,,,
33157,MA99,heliport,Princess House Heliport,41.86119842529297,-71.10780334472656,12.0,MA,Taunton,False,MA99,,MA99,,,
33172,MD00,small_airport,Fair's Airport,38.046199798583984,-75.55329895019531,22.0,MD,Pocomoke City,False,MD00,,MD00,,,
33173,MD01,small_airport,Wingfield Airport,38.143501,-76.356597,20.0,MD,Dameron,False,MD01,,MD01,,,Ridge
33174,MD02,heliport,St. Mary's Hospital East Heliport,38.30149841308594,-76.63680267333984,96.0,MD,Leonardtown,False,MD02,,MD02,,,
33175,MD03,small_airport,Woodstock Airport,39.48839950561523,-75.81109619140625,81.0,MD,Chesapeake City,False,MD03,,MD03,,,
33176,MD04,small_airport,Rossneck Airport,38.56890106201172,-76.23580169677734,5.0,MD,Cambridge,False,MD04,,MD04,,,
33177,MD05,small_airport,Finagin Airfield,38.50749969482422,-77.12159729003906,185.0,MD,Welcome,False,MD05,,MD05,,,
33178,MD06,small_airport,Pilots Cove Airport,38.33539962768555,-76.87860107421875,20.0,MD,Tompkinsville,False,MD06,,MD06,,,
33179,MD07,closed,Sacred Heart Hospital Heliport,39.655417,-78.795524,1428.0,MD,Cumberland,False,,,,,,MD07
33180,MD08,heliport,Gregory May Heliport,39.534599299999996,-76.10630035,51.0,MD,Havre De Grace,False,MD08,,MD08,,,
33181,MD09,small_airport,Meadow Brook Airport,38.91540145874024,-75.97100067138672,50.0,MD,Queen Anne,False,MD09,,MD09,,,
33182,MD1,small_airport,Massey Aerodrome,39.29919815063477,-75.79940032958984,73.0,MD,Massey,False,MD1,,MD1,,,
33183,MD10,heliport,Baltimore Police Department Heliport,39.29040145874024,-76.60749816894531,170.0,MD,Baltimore,False,MD10,,MD10,,,
33184,MD11,small_airport,Wright Field,39.277099609375,-76.06269836425781,80.0,MD,Chestertown,False,MD11,,MD11,,,
33185,MD12,small_airport,Bell Airport,39.63639831542969,-77.29280090332031,370.0,MD,Emmittsburg,False,MD12,,MD12,,,
33186,MD13,heliport,Black & Decker/Parking Lot 2 Heliport,39.39899826049805,-76.58830261230469,472.0,MD,Towson,False,MD13,,MD13,,,
33187,MD14,small_airport,Robinson Private Airport,38.52429962158203,-76.68360137939453,20.0,MD,Benedict,False,MD14,,MD14,,,
33188,MD15,heliport,Fallston General Hospital Heliport,39.49779891967773,-76.39080047607422,450.0,MD,Bel Air,False,MD15,,MD15,,,
33189,MD16,closed,Waredaca Farm Airport,39.2307014465332,-77.08329772949219,530.0,MD,Brookeville,False,MD16,,MD16,,,
33190,MD17,closed,Tinsley Airstrip,39.516803,-76.733002,400.0,MD,Butler,False,,,,,,MD17
33191,MD18,closed,Horn Point Airport,38.589601,-76.138497,12.0,MD,Cambridge,False,,,,,,MD18
33192,MD19,small_airport,Hybarc Farm Airport,39.20320129394531,-76.02490234375,50.0,MD,Chestertown,False,MD19,,MD19,,,
33193,MD20,small_airport,Greer Airport,39.63619995117188,-77.122802734375,520.0,MD,Taneytown,False,MD20,,MD20,,,
33194,MD21,small_airport,Ashland Landing Farm Airport,39.11809921264648,-76.09639739990234,10.0,MD,Centreville,False,MD21,,MD21,,,
33195,MD22,small_airport,Deale Airport,38.78340148925781,-76.564697265625,15.0,MD,Deale,False,MD22,,MD22,,,
33196,MD23,small_airport,Kennersley Airport,39.144798,-76.040497,30.0,MD,Church Hill,False,MD23,,MD23,,,MD23
33197,MD24,closed,Haysfield Airport,39.238201000000004,-76.946602,420.0,MD,Clarksville,False,,,,,,MD24
33198,MD25,heliport,Howard County General Hospital Heliport,39.214599609375,-76.88639831542969,470.0,MD,Columbia,False,MD25,,MD25,,,
33199,MD26,closed,Beltsville Shop Heliport,39.050096999999994,-76.89050300000001,185.0,MD,Beltsville,False,,,,,,MD26
33200,MD27,heliport,Chalk Point Generating Station Heliport,38.55649948,-76.69270325,80.0,MD,Eagle Harbor,False,MD27,,MD27,,,
33201,MD28,small_airport,Ewing Airport,38.80929946899414,-75.99220275878906,50.0,MD,Easton,False,MD28,,MD28,,,
33202,MD29,heliport,Memorial Hospital Heliport,38.77220153808594,-76.0718994140625,63.0,MD,Easton,False,MD29,,MD29,,,
33203,MD30,heliport,Craig Company Heliport,39.64179992675781,-77.74970245361328,628.0,MD,Hagerstown,False,MD30,,MD30,,,
33204,MD31,small_airport,Forest Hill Airport,39.5801010131836,-76.37470245361328,476.0,MD,Forest Hill,False,MD31,,MD31,,,
33205,MD32,heliport,Fort Detrick Helipad Heliport,39.436500549316406,-77.42050170898438,350.0,MD,Fort Detrick(Frederick),False,MD32,,MD32,,,
33206,MD33,heliport,Dorchester General Hospital Heliport,38.5718002319336,-76.06770324707031,12.0,MD,Cambridge,False,MD33,,MD33,,,
33207,MD34,heliport,Ibm Heliport,39.15340042114258,-77.2166976928711,424.0,MD,Gaithersburg,False,MD34,,MD34,,,
33208,MD35,small_airport,Spring Hill Airport,38.43479919433594,-75.65129852294922,42.0,MD,Hebron,False,MD35,,MD35,,,
33209,MD36,heliport,Tar Cove Heliport,39.14509963989258,-76.50140380859375,8.0,MD,Glen Burnie,False,MD36,,MD36,,,
33210,MD37,heliport,Citizens Bank Headquarters Heliport,39.087100982666016,-76.89720153808594,312.0,MD,Laurel,False,MD37,,MD37,,,
33211,MD39,small_airport,Buds Ferry Airport,38.52099990844727,-77.25189971923828,50.0,MD,Indian Head,False,MD39,,MD39,,,
33212,MD40,heliport,Mrs Bozman Heliport,39.54949951171875,-76.56269836425781,620.0,MD,Jacksonville,False,MD40,,MD40,,,
33213,MD41,small_airport,Gary Field,38.89830017089844,-75.91059875488281,50.0,MD,Denton,False,MD41,,MD41,,,
33214,MD42,small_airport,Keymar Airpark,39.61949920654297,-77.22750091552734,437.0,MD,Keymar,False,MD42,,MD42,,,
33215,MD43,small_airport,Mountain Road Airport,39.11840057373047,-76.49659729003906,70.0,MD,Lakeshore,False,MD43,,MD43,,,
33216,MD44,heliport,Evapco Heliport,39.65370178222656,-77.18360137939453,482.0,MD,Taneytown,False,MD44,,MD44,,,
33217,MD45,small_airport,Hampton Airport,38.2307014465332,-76.62879943847656,18.0,MD,Leonardtown,False,MD45,,MD45,,,
33218,MD46,small_airport,Glenair Airport,39.26959991455078,-77.00530242919922,590.0,MD,Dayton,False,MD46,,MD46,,,
33219,MD47,small_airport,Barnes Airport,39.33290100097656,-77.0969009399414,780.0,MD,Lisbon,False,MD47,,MD47,,,
33220,MD48,small_airport,Albrecht Airstrip,39.4734001159668,-76.50019836425781,325.0,MD,Long Green,False,MD48,,MD48,,,
33221,MD49,heliport,Peninsula Regional Medical Center Heliport,38.362299,-75.597324,79.0,MD,Salisbury,False,MD49,,MD49,,,
33222,MD50,small_airport,Chesapeake Ranch Airstrip,38.36119842529297,-76.40519714355469,116.0,MD,Lusby,False,MD50,,MD50,,,
33223,MD51,heliport,Kent & Queen Anne's Hospital Heliport,39.31790161132813,-76.06379699707031,52.0,MD,Chestertown,False,MD51,,MD51,,,
33224,MD52,heliport,Mccready Memorial Hospital Heliport,37.96670150756836,-75.86630249023438,3.0,MD,Crisfield,False,MD52,,MD52,,,
33225,MD53,small_airport,Mac Kinnis Airport,38.288700103800004,-75.739402771,10.0,MD,Salisbury,False,MD53,,MD53,,,
33226,MD54,heliport,Pier 7 Heliport,39.27220153808594,-76.57170104980469,16.0,MD,Baltimore,False,MD54,,MD54,,,
33227,MD55,small_airport,Holly Springs Farm Airport,38.39759826660156,-77.18609619140625,90.0,MD,Nanjemoy,False,MD55,,MD55,,,
33228,MD56,small_airport,Three J Airport,39.56900024414063,-77.12139892578125,510.0,MD,New Windsor,False,MD56,,MD56,,,
33229,MD57,small_airport,Beverly Airport,38.00709915161133,-75.61740112304688,10.0,MD,Pocomoke City,False,MD57,,MD57,,,
33230,MD58,heliport,Montgomery County Police Norwood Heliport,39.12720108,-77.02249908,430.0,MD,Olney,False,MD58,,MD58,,,
33231,MD59,small_airport,Silver Hill Airport,39.13980102539063,-76.09359741210938,30.0,MD,Chestertown,False,MD59,,MD59,,,
33232,MD60,heliport,Northwest Hospital Heliport,39.3590011597,-76.7816009521,530.0,MD,Randallstown,False,MD60,,MD60,,,
33233,MD61,small_airport,Lynch's Landing Airport,39.72460174560547,-76.07050323486328,510.0,MD,Rising Sun,False,MD61,,MD61,,,
33234,MD62,small_airport,Church Hill Airport,39.125,-76.00160217285156,70.0,MD,Church Hill,False,MD62,,MD62,,,
33235,MD63,small_airport,Cromwell Farm Airport,39.27479934692383,-76.00990295410156,65.0,MD,Chestertown,False,MD63,,MD63,,,
33236,MD64,small_airport,Stewart Airport,38.799598693847656,-76.27239990234375,10.0,MD,St Michaels,False,MD64,,MD64,,,
33237,MD65,heliport,Western Maryland Health System Heliport,39.646667,-78.731944,675.0,MD,Cumberland,False,MD65,,MD65,,,
33238,MD66,small_airport,Smith Field,39.33789825439453,-76.0979995727539,60.0,MD,Chestertown,False,MD66,,MD66,,,
33239,MD67,closed,Dow Jones & Co. Inc. Heliport,39.046501,-76.983597,365.0,MD,Silver Spring,False,,,,,,MD67
33240,MD68,heliport,Berg's Field,39.41120147705078,-76.71640014648438,330.0,MD,Stevenson,False,MD68,,MD68,,,
33241,MD69,small_airport,Harris Airport,39.33340072631836,-76.08300018310547,80.0,MD,Still Pond,False,MD69,,MD69,,,
33242,MD70,small_airport,Flying Acres Airport,39.18119812011719,-75.90879821777344,70.0,MD,Sudlersville,False,MD70,,MD70,,,
33243,MD71,heliport,University of Maryland Shock Trauma Center Heliport,39.28870010375977,-76.62580108642578,166.0,MD,Baltimore,False,MD71,,MD71,,,
33244,MD72,heliport,Fort Washington Medical Center Heliport,38.727833000000004,-76.992153,49.0,MD,Fort Washington,False,MD72,,MD72,,,
33245,MD73,small_airport,Happy Landings Farm Airport,39.45840072631836,-77.14800262451172,693.0,MD,Unionville,False,MD73,,MD73,,,
33246,MD74,small_airport,Good Neighbor Farm Airport,39.47430038452149,-77.19529724121094,580.0,MD,Unionville,False,MD74,,MD74,,,
33247,MD75,small_airport,Stolcrest STOLport,39.34180068969727,-77.30359649658203,530.0,MD,Urbana,False,MD75,,MD75,,,
33248,MD76,heliport,Carroll Hospital Center Heliport,39.55899811,-76.99030304,887.0,MD,Westminster,False,MD76,,MD76,,,
33249,MD77,small_airport,Flying M Farms Airport,39.25979995727539,-77.34140014648438,590.0,MD,Comus,False,MD77,,MD77,,,
33250,MD78,small_airport,Woodbine Airport,39.383399963378906,-77.07029724121094,720.0,MD,Woodbine,False,MD78,,MD78,,,
33251,MD79,heliport,Nuodex Inc. Heliport,39.25289916992188,-76.08439636230469,60.0,MD,Worton,False,MD79,,MD79,,,
33252,MD80,closed,Clements Creek Seaplane Base,39.021198,-76.522697,0.0,MD,Annapolis,False,,,,,,MD80
33253,MD81,seaplane_base,South River Seaplane Base,38.91469955444336,-76.50469970703125,,MD,Edgewater,False,MD81,,MD81,,,
33254,MD82,small_airport,Ragged Island Airport,38.539798736572266,-76.27549743652344,5.0,MD,Cambridge,False,MD82,,MD82,,,
33255,MD83,small_airport,Ty-Ti-To Airport,38.52080154418945,-77.06809997558594,170.0,MD,La Plata,False,MD83,,MD83,,,
33256,MD85,small_airport,Carmean Airport,38.932899475097656,-75.89019775390625,58.0,MD,Ridgely,False,MD85,,MD85,,,
33257,MD86,heliport,Grimes Properties Heliport,39.40840148925781,-77.38610076904297,324.0,MD,Frederick,False,MD86,,MD86,,,
33258,MD88,small_airport,Links Airport,39.6800167,-76.45276940000001,450.0,MD,Pylesville,False,MD88,,MD88,,,
33259,MD91,small_airport,Saxon Farms Airport,39.15230178833008,-76.01860046386719,70.0,MD,Church Hill,False,MD91,,MD91,,,
33260,MD93,small_airport,Hexton Farms Airport,39.375099182128906,-75.90660095214844,65.0,MD,Cecilton,False,MD93,,MD93,,,
33261,MD94,closed,Farmington Airport,39.676497999999995,-76.03690300000001,445.0,MD,Farmington,False,,,,,,MD94
33262,MD95,small_airport,Reservoir Airport,39.48199844360352,-76.88159942626953,550.0,MD,Finksburg,False,MD95,,MD95,,,
33263,MD97,small_airport,Lanseair Farms Airport,38.46149826049805,-77.04640197753906,40.0,MD,La Plata,False,MD97,,MD97,,,
33264,MD98,closed,Fort Ritchie Heliport,39.700102,-77.499702,760.0,MD,Fort Ritchie,False,,,,,,MD98
33265,MD99,small_airport,Moran Field,39.5005989074707,-79.07230377197266,2080.0,MD,Westernport,False,MD99,,MD99,,,
33295,MDR,small_airport,Medfra Airport,63.1060198183,-154.719429016,435.0,AK,Medfra,False,,MDR,,,,
33305,ME00,small_airport,Fort Fairfield Airport,46.765706,-67.847392,471.0,ME,Fort Fairfield,False,ME00,,ME00,,,
33306,ME01,seaplane_base,Crescent Lake Seaplane Base,43.95700073242188,-70.46260070800781,278.0,ME,East Raymond,False,ME01,,ME01,,,
33307,ME02,heliport,Eastern Maine Medical Center Heliport,44.80699920654297,-68.75229644775389,60.0,ME,Bangor,False,ME02,,ME02,,,
33308,ME03,small_airport,Webber Jones Airport,45.33620071411133,-69.0509033203125,400.0,ME,Brownville,False,ME03,,ME03,,,
33309,ME04,seaplane_base,Ilco Landing Area Seaplane Base,46.60950088500977,-69.53060150146484,1031.0,ME,Clayton Lake,False,ME04,,ME04,,,
33310,ME05,small_airport,Allen St Peter Memorial Airport,46.75,-68.47119903564453,800.0,ME,Portage,False,ME05,,ME05,,,
33311,ME06,small_airport,Flying Ed Airport,45.02790069580078,-67.30940246582031,440.0,ME,Charlotte,False,ME06,,ME06,,,
33312,ME07,seaplane_base,Acadian Seaplane Base,44.39805,-68.219583,0.0,ME,Bar Harbor,False,ME07,,ME07,,,
33313,ME08,small_airport,Gadabout Gaddis Airport,45.04029846191406,-69.868896484375,342.0,ME,Bingham,False,ME08,,ME08,,,
33314,ME09,seaplane_base,Panther Pond Seaplane Base,43.93009948730469,-70.4531021118164,277.0,ME,Raymond,False,ME09,,ME09,,,
33315,ME11,seaplane_base,Cooper Seaplane Base,44.34230041503906,-70.28780364990234,373.0,ME,Hartford,False,ME11,,ME11,,,
33316,ME12,seaplane_base,Brettuns Pond Seaplane Base,44.38779830932617,-70.25450134277344,400.0,ME,Livermore,False,ME12,,ME12,,,
33317,ME14,small_airport,Bald Mountain Airport,44.23059844970703,-69.12310028076172,570.0,ME,Camden,False,ME14,,ME14,,,
33318,ME16,small_airport,Loring International Airport,46.950401,-67.885902,746.0,ME,Limestone,False,ME16,LIZ,ME16,,https://en.wikipedia.org/wiki/Loring_International_Airport,Loring AFB
33319,ME17,small_airport,Thomas Airport,44.66019821166992,-70.58799743652344,670.0,ME,Roxbury,False,ME17,,ME17,,,
33320,ME18,heliport,Chesuncook Forestry District Heliport,45.8833999633789,-69.23280334472656,960.0,ME,Chesuncook,False,ME18,,ME18,,,
33321,ME19,small_airport,Clayton Lake Strip,46.6161003112793,-69.52230072021484,1150.0,ME,Clayton Lake,False,ME19,,ME19,,,
33322,ME2,small_airport,Cutler Regional Airport,44.679901,-67.264397,55.0,ME,Cutler,False,,,ME2,,https://en.wikipedia.org/wiki/Cutler_Regional_Airport,"ME15, Ramsdell Field"
33323,ME20,small_airport,Bob-Mar Airport,44.59920120239258,-69.6239013671875,310.0,ME,Fairfield,False,ME20,,ME20,,,
33324,ME21,heliport,Chebeague Island Heliport,43.729064,-70.126983,130.0,ME,Chebeague Island,False,ME21,,ME21,,,
33325,ME22,small_airport,Avery Field,45.67119979858398,-69.80680084228516,1070.0,ME,Rockwood,False,ME22,,ME22,,,
33326,ME24,heliport,Ben Hur Heliport,44.28329849243164,-69.23919677734375,240.0,ME,Appleton,False,ME24,,ME24,,,
33327,ME25,small_airport,Sunrise Farms Airport,47.166099548339844,-68.39199829101561,640.0,ME,Fort Kent,False,ME25,,ME25,,,
33328,ME26,small_airport,Super Cub Field,43.66809844970703,-70.36309814453125,85.0,ME,Westbrook,False,ME26,,ME26,,,
33329,ME27,seaplane_base,Double A Seaplane Base,44.9009017944336,-68.80229949951172,115.0,ME,Glenburn,False,ME27,,ME27,,,
33330,ME28,seaplane_base,Forest Lake Seaplane Base,43.82369995117188,-70.33010101318361,274.0,ME,Cumberland,False,ME28,,ME28,,,
33331,ME3,seaplane_base,Bradford Camps Seaplane Base,46.39580154418945,-69.00499725341797,815.0,ME,Ashland,False,ME3,,ME3,,,
33332,ME30,seaplane_base,Greenville Forestry Seaplane Base,45.46680068969727,-69.59950256347656,1028.0,ME,Greenville,False,ME30,,ME30,,,
33333,ME32,small_airport,Ruby Field,45.089203999999995,-69.260635,500.0,ME,Sangerville,False,ME32,,ME32,,,Morrel Field
33334,ME33,small_airport,Farr Field,43.77870178222656,-70.01309967041016,70.0,ME,Harpswell,False,ME33,,ME33,,,
33335,ME34,small_airport,Robinson Ridge Field,44.17369842529297,-69.42870330810547,250.0,ME,Jefferson,False,ME34,,ME34,,,
33336,ME35,small_airport,Terra B & B Airport,44.93149948120117,-69.00730133056639,382.0,ME,Levant,False,ME35,,ME35,,,
33337,ME36,small_airport,Mount Vernon Airport,44.50920104980469,-69.95259857177734,478.0,ME,Mount Vernon,False,ME36,,ME36,,,
33338,ME38,small_airport,Mars Hill Airport,46.52780151367188,-67.87449645996094,432.0,ME,Mars Hill,False,ME38,,ME38,,,
33339,ME39,small_airport,Rocky Ridge Airport,44.23540115356445,-70.13259887695311,480.0,ME,Greene,False,ME39,,ME39,,,
33340,ME41,small_airport,Witherspoons Airport,44.1525993347168,-68.87640380859375,80.0,ME,North Haven,False,ME41,,ME41,,,
33341,ME42,heliport,Mid Coast Hospital Heliport,43.90510177612305,-69.89119720458984,29.0,ME,Brunswick,False,ME42,,ME42,,,
33342,ME44,closed,Cummings Airport,44.289002,-70.446198,960.0,ME,Paris Hill,False,,,,,,ME44
33343,ME45,small_airport,Goosefair Airport,43.40560150146485,-70.43229675292969,40.0,ME,Kennebunkport,False,ME45,,ME45,,,
33344,ME46,small_airport,Back Acres Airport,43.41230010986328,-70.44670104980469,60.0,ME,Kennebunkport,False,ME46,,ME46,,,
33345,ME47,small_airport,Payne Field,44.85449981689453,-69.45639801025389,350.0,ME,Hartland,False,ME47,,ME47,,,
33346,ME5,small_airport,Banks Airport,44.16540145874024,-68.42780303955078,100.0,ME,Swans Island,False,ME5,,ME5,,,
33347,ME50,closed,Cross Lake Seaplane Base,47.133901,-68.334503,578.0,ME,Sinclair,False,,,,,,ME50
33348,ME51,seaplane_base,Douglass Seaplane Base,43.73699951171875,-70.61060333251953,270.0,ME,Standish,False,ME51,,ME51,,,
33349,ME55,small_airport,Vinalhaven Airport,44.073699951200005,-68.818901062,72.0,ME,Vinalhaven,False,ME55,,ME55,,,
33350,ME56,small_airport,Kimberly Airport,44.06919860839844,-69.3052978515625,255.0,ME,Waldoboro,False,ME56,,ME56,,,
33351,ME57,seaplane_base,Bauneg Beg Seaplane Base,43.35900116,-70.73529816,305.0,ME,North Berwick,False,ME57,,ME57,,,
33352,ME58,heliport,Milbridge Heliport,44.53900146484375,-67.88420104980469,56.0,ME,Milbridge,False,ME58,,ME58,,,
33353,ME59,heliport,Maine Helicopters Heliport,44.20309829711914,-69.60749816894531,150.0,ME,North Whitefield,False,ME59,,ME59,,,
33354,ME6,small_airport,Wales Airport,44.17449951171875,-70.01889801025389,210.0,ME,Wales,False,ME6,,ME6,,,
33355,ME60,small_airport,Sunny Hill Airport,44.46839904785156,-69.81780242919922,390.0,ME,Belgrade,False,ME60,,ME60,,,
33356,ME61,small_airport,Salmon Falls Airport,43.29449844360352,-70.89949798583984,190.0,ME,Berwick,False,ME61,,ME61,,,
33357,ME62,small_airport,Thompson Memorial Field,44.809385999999996,-69.470389,390.0,ME,West Pittsfield,False,ME62,,ME62,,,Grignons Private Landing Area
33358,ME63,heliport,Rumford Community Hospital Heliport,44.5513,-70.555475,667.0,ME,Rumford,False,ME63,,ME63,,,
33359,ME64,small_airport,Skydive Lebanon Airport,43.375,-70.92919921875,365.0,ME,West Lebanon,False,ME64,,ME64,,,
33360,ME65,heliport,Miara Heliport,43.85850143432617,-69.88420104980469,10.0,ME,West Bath,False,ME65,,ME65,,,
33361,ME66,small_airport,Scottow Bog Flightpark Ultralightport,43.61259841918945,-70.3572998046875,30.0,ME,Scarborough,False,ME66,,ME66,,,
33362,ME67,small_airport,Morrill Airpark,47.12749862670898,-67.96589660644531,860.0,ME,Van Buren,False,ME67,,ME67,,,
33363,ME68,small_airport,Newport Sky Park Airport,44.82009887695313,-69.2384033203125,300.0,ME,Newport,False,ME68,,ME68,,,
33364,ME69,small_airport,Cliffords Airport,44.06900024414063,-70.06449890136719,280.0,ME,Sabattus,False,ME69,,ME69,,,
33365,ME70,small_airport,Greenfield Hill Airport,45.03760147094727,-69.47920227050781,672.0,ME,Cambridge,False,ME70,,ME70,,,
